"","seqnames","start","end","width","strand","fold_change","negative_log10(pvalue)","SYMBOL","annotation","annotation_TSS"
"2850","chr15",80219064,80220890,1827,"*",2.63226,3.83707,"Mief1","Intergenic","enhancer"
"2851","chr15",80233393,80235111,1719,"*",9.57106,57.45625,"Mief1","Promoter","TSS"
"2852","chr15",80254411,80257449,3039,"*",8.11899,47.24733,"Atf4","Promoter","TSS"
"2853","chr15",80261797,80264761,2965,"*",6.69915,35.90163,"Rps19bp1","Promoter","TSS"
"2854","chr15",80710306,80712598,2293,"*",9.26163,52.66774,"Tnrc6b","Promoter","TSS"
"2855","chr15",80798148,80799492,1345,"*",4.00736,10.19684,"Tnrc6b","Promoter","TSS"
"2856","chr15",80947315,80949991,2677,"*",4.02132,15.49736,"Adsl","Promoter","TSS"
"2857","chr15",81044790,81045981,1192,"*",2.53169,4.21904,"Mkl1","Promoter","TSS"
"2858","chr15",81189907,81192478,2572,"*",8.37154,46.20761,"Mkl1","Promoter","TSS"
"2859","chr15",81198301,81199644,1344,"*",5.83239,22.41205,"4930483J18Rik","Intergenic","enhancer"
"2860","chr15",81398410,81401006,2597,"*",9.96114,56.04811,"Xpnpep3","Promoter","TSS"
"2861","chr15",81465472,81467773,2302,"*",5.83929,22.03201,"Rbx1","Promoter","TSS"
"2862","chr15",81511475,81516039,4565,"*",3.60424,10.5169,"Rbx1","Intergenic","enhancer"
"2863","chr15",81522577,81524285,1709,"*",4.69433,14.33108,"Rbx1","Intergenic","enhancer"
"2864","chr15",81584551,81586829,2279,"*",5.54522,41.46124,"Ep300","Promoter","TSS"
"2865","chr15",81663444,81664667,1224,"*",8.27281,56.48249,"L3mbtl2","Promoter","TSS"
"2866","chr15",81728392,81730770,2379,"*",10.34594,69.32211,"Rangap1","Promoter","TSS"
"2867","chr15",81744556,81746374,1819,"*",4.79156,18.67172,"Zc3h7b","Promoter","TSS"
"2868","chr15",81801757,81803416,1660,"*",5.27083,20.27673,"Gm17597","Promoter","TSS"
"2869","chr15",81809222,81812401,3180,"*",8.49234,53.78245,"Tef","Promoter","TSS"
"2870","chr15",81835889,81837398,1510,"*",5.33391,22.01292,"Tef","Intergenic","enhancer"
"2871","chr15",81855229,81860938,5710,"*",8.34052,62.75436,"Tob2","Promoter","TSS"
"2872","chr15",81871270,81873425,2156,"*",8.22702,50.91768,"Aco2","Promoter","TSS"
"2873","chr15",81924395,81926720,2326,"*",6.07759,41.76347,"Polr3h","Promoter","TSS"
"2874","chr15",82014499,82017201,2703,"*",10.21202,76.72789,"Xrcc6","Promoter","TSS"
"2875","chr15",82045656,82048543,2888,"*",7.41784,53.39187,"Snu13","Promoter","TSS"
"2876","chr15",82126848,82128566,1719,"*",5.50519,28.08809,"Ccdc134","Promoter","TSS"
"2877","chr15",82146492,82148751,2260,"*",7.41025,46.44443,"Srebf2","Promoter","TSS"
"2878","chr15",82243764,82245262,1499,"*",7.23887,38.79969,"Cenpm","Promoter","TSS"
"2879","chr15",82346456,82348800,2345,"*",6.80892,30.41368,"Smdt1","Promoter","TSS"
"2880","chr15",82352439,82355041,2603,"*",8.96861,57.67885,"Ndufa6","Promoter","TSS"
"2881","chr15",82364093,82366244,2152,"*",2.86803,8.20109,"Ndufa6","Intergenic","enhancer"
"2882","chr15",83032452,83034066,1615,"*",5.74803,41.68596,"Nfam1","Promoter","TSS"
"2883","chr15",83099496,83100907,1412,"*",5.82022,25.58955,"Serhl","Promoter","TSS"
"2884","chr15",83121645,83123149,1505,"*",5.0812,23.43243,"Rrp7a","Promoter","TSS"
"2885","chr15",83148094,83149241,1148,"*",5.53612,37.52562,"Poldip3","Promoter","TSS"
"2886","chr15",83171549,83172775,1227,"*",6.36231,43.05621,"Cyb5r3","Promoter","TSS"
"2887","chr15",83349203,83350727,1525,"*",6.26451,32.99028,"Arfgap3","Promoter","TSS"
"2888","chr15",83431687,83433419,1733,"*",4.92332,15.79196,"Pacsin2","Promoter","TSS"
"2889","chr15",83463445,83464580,1136,"*",7.59418,44.34816,"Pacsin2","Promoter","TSS"
"2890","chr15",83473852,83475113,1262,"*",3.24061,8.77881,"Pacsin2","Intergenic","enhancer"
"2891","chr15",83561642,83565509,3868,"*",5.24251,24.92785,"Tspo","Promoter","TSS"
"2892","chr15",83594224,83595570,1347,"*",7.12267,41.63044,"Ttll12","Promoter","TSS"
"2893","chr15",84191511,84193022,1512,"*",2.48104,6.32744,"Samm50","Promoter","TSS"
"2894","chr15",84312257,84315885,3629,"*",5.38981,23.74684,"Parvg","Exon","Exon"
"2895","chr15",84323766,84326066,2301,"*",6.96706,45.57592,"Parvg","Promoter","TSS"
"2896","chr15",84772459,84774758,2300,"*",5.14505,23.73434,"Arhgap8","Intergenic","enhancer"
"2897","chr15",84855343,84857135,1793,"*",5.36444,22.51322,"Phf21b","Promoter","TSS"
"2898","chr15",84893812,84896790,2979,"*",3.51348,9.20838,"Nup50","Intergenic","enhancer"
"2899","chr15",84922400,84924997,2598,"*",9.47343,71.13326,"Nup50","Promoter","TSS"
"2900","chr15",84986915,84988796,1882,"*",5.78553,29.86116,"5031439G07Rik","Promoter","TSS"
"2901","chr15",85036370,85039002,2633,"*",5.77736,33.83975,"Fam118a","Promoter","TSS"
"2902","chr15",85335820,85337634,1815,"*",7.10508,43.45473,"Atxn10","Promoter","TSS"
"2903","chr15",85652632,85658449,5818,"*",9.52639,60.21299,"Lncppara","Intron","Intron"
"2904","chr15",85665703,85674416,8714,"*",8.12921,39.91494,"Lncppara","Exon","Exon"
"2905","chr15",85810957,85812267,1311,"*",5.15231,17.29272,"Cdpf1","Promoter","TSS"
"2906","chr15",85859784,85860974,1191,"*",3.65552,16.39712,"Gtse1","Promoter","TSS"
"2907","chr15",86050643,86052179,1537,"*",5.68438,23.04535,"Gramd4","Intergenic","enhancer"
"2908","chr15",86057668,86060256,2589,"*",5.80494,42.47274,"Gramd4","Promoter","TSS"
"2909","chr15",86182175,86186127,3953,"*",6.36774,38.71745,"Cerk","Promoter","TSS"
"2910","chr15",86212050,86215162,3113,"*",6.06205,34.53775,"Tbc1d22a","Promoter","TSS"
"2911","chr15",88595901,88597403,1503,"*",5.92125,29.69697,"Zdhhc25","Promoter","TSS"
"2912","chr15",88732663,88734834,2172,"*",4.89436,30.42524,"Brd1","Promoter","TSS"
"2913","chr15",88750253,88752381,2129,"*",6.12507,33.17316,"Zbed4","Promoter","TSS"
"2914","chr15",88818801,88820559,1759,"*",6.86607,46.41912,"Alg12","Promoter","TSS"
"2915","chr15",88854516,88856012,1497,"*",4.83784,19.87719,"Pim3","Intergenic","enhancer"
"2916","chr15",89075176,89078280,3105,"*",6.76414,48.13577,"Trabd","Promoter","TSS"
"2917","chr15",89127572,89129048,1477,"*",4.35821,16.17084,"Hdac10","Promoter","TSS"
"2918","chr15",89138944,89141159,2216,"*",5.19127,30.86348,"Mapk12","Promoter","TSS"
"2919","chr15",89147656,89149992,2337,"*",4.84048,22.94035,"Mapk11","Promoter","TSS"
"2920","chr15",89195121,89197380,2260,"*",14.33115,130.78712,"Dennd6b","Promoter","TSS"
"2921","chr15",89209836,89212296,2461,"*",6.30175,47.89743,"Ppp6r2","Promoter","TSS"
"2922","chr15",89314186,89316026,1841,"*",9.63677,73.16859,"Sbf1","Promoter","TSS"
"2923","chr15",89322563,89324654,2092,"*",4.00521,15.96718,"Adm2","Promoter","TSS"
"2924","chr15",89354882,89357528,2647,"*",5.34965,36.29934,"Lmf2","Promoter","TSS"
"2925","chr15",89373298,89375532,2235,"*",5.43623,28.88241,"Tymp","Promoter","TSS"
"2926","chr15",89429041,89430517,1477,"*",9.02168,64.74634,"Chkb","Promoter","TSS"
"2927","chr15",93273371,93276170,2800,"*",7.0112,44.39674,"Gxylt1","Promoter","TSS"
"2928","chr15",93335945,93337620,1676,"*",7.47372,36.35166,"Yaf2","Promoter","TSS"
"2929","chr15",93397418,93399541,2124,"*",4.42551,26.33687,"Pphln1","Promoter","TSS"
"2930","chr15",95790193,95791633,1441,"*",7.34651,52.49128,"Ano6","Promoter","TSS"
"2931","chr15",96284279,96288933,4655,"*",7.06617,31.8649,"Arid2","Promoter","TSS"
"2932","chr15",96459904,96461754,1851,"*",6.50929,33.68307,"Scaf11","Promoter","TSS"
"2933","chr15",96640028,96643892,3865,"*",9.47702,54.71127,"Slc38a1","Promoter","TSS"
"2934","chr15",96696003,96700762,4760,"*",9.16844,59.1751,"Slc38a2","Promoter","TSS"
"2935","chr15",96708604,96710637,2034,"*",9.61765,52.91489,"Slc38a2","Intergenic","enhancer"
"2936","chr15",96729411,96731782,2372,"*",3.54937,7.68877,"Slc38a2","Intergenic","enhancer"
"2937","chr15",96736339,96737796,1458,"*",4.12185,10.85617,"Slc38a2","Intergenic","enhancer"
"2938","chr15",97360678,97363506,2829,"*",4.5613,15.13649,"Pced1b","Promoter","TSS"
"2939","chr15",97767600,97768746,1147,"*",9.39177,70.12108,"Rapgef3","Promoter","TSS"
"2940","chr15",97773136,97774494,1359,"*",4.42774,13.70348,"Rapgef3","Intergenic","enhancer"
"2941","chr15",97783743,97786551,2809,"*",6.31714,49.73917,"Slc48a1","Promoter","TSS"
"2942","chr15",97830834,97832188,1355,"*",5.84025,31.75012,"Hdac7","Promoter","TSS"
"2943","chr15",97963637,97965131,1495,"*",3.01629,10.07289,"Tmem106c","Promoter","TSS"
"2944","chr15",98092551,98093819,1269,"*",9.84665,54.99839,"Pfkm","Promoter","TSS"
"2945","chr15",98107868,98108961,1094,"*",5.29735,26.30028,"Pfkm","Promoter","TSS"
"2946","chr15",98144917,98146027,1111,"*",11.01534,69.03257,"Asb8","Promoter","TSS"
"2947","chr15",98532583,98534828,2246,"*",4.18432,22.64906,"Kansl2","Promoter","TSS"
"2948","chr15",98566018,98570258,4241,"*",12.48005,80.3061,"9330020H09Rik","Promoter","TSS"
"2949","chr15",98662322,98664742,2421,"*",9.49272,64.76585,"Ddx23","Promoter","TSS"
"2950","chr15",98676538,98678201,1664,"*",6.98286,44.71964,"Rnd1","Promoter","TSS"
"2951","chr15",98762355,98763622,1268,"*",12.74161,101.02371,"Arf3","Promoter","TSS"
"2952","chr15",98829894,98832780,2887,"*",8.2437,40.88032,"Prkag1","Promoter","TSS"
"2953","chr15",98868317,98872845,4529,"*",5.7717,40.63989,"Kmt2d","Promoter","TSS"
"2954","chr15",98880742,98881899,1158,"*",4.03775,16.96435,"Rhebl1","Promoter","TSS"
"2955","chr15",98892849,98894519,1671,"*",4.72212,23.66133,"Dhh","Exon","Exon"
"2956","chr15",98916333,98918739,2407,"*",5.18275,32.99503,"Lmbr1l","Promoter","TSS"
"2957","chr15",98931604,98935619,4016,"*",7.27519,51.59524,"Tuba1b","Promoter","TSS"
"2958","chr15",98985224,98986394,1171,"*",3.39513,8.08696,"4930578M01Rik","Promoter","TSS"
"2959","chr15",98991246,98993962,2717,"*",7.56857,35.72624,"4930578M01Rik","Intergenic","enhancer"
"2960","chr15",99029131,99034500,5370,"*",7.85633,42.97601,"Tuba1c","Promoter","TSS"
"2961","chr15",99074139,99075869,1731,"*",8.13662,49.96433,"Troap","Promoter","TSS"
"2962","chr15",99099542,99101771,2230,"*",5.44556,24.75123,"Dnajc22","Promoter","TSS"
"2963","chr15",99116025,99117946,1922,"*",4.32232,13.01553,"Spats2","Intergenic","enhancer"
"2964","chr15",99119760,99121438,1679,"*",2.56513,5.48248,"Spats2","Intergenic","enhancer"
"2965","chr15",99123160,99124236,1077,"*",2.7335,4.30767,"Spats2","Promoter","TSS"
"2966","chr15",99125690,99127630,1941,"*",8.83892,53.15076,"Spats2","Promoter","TSS"
"2967","chr15",99161148,99162957,1810,"*",3.2476,7.34192,"Spats2","Intron","Intron"
"2968","chr15",99251324,99253037,1714,"*",6.22423,45.23595,"Mcrs1","Promoter","TSS"
"2969","chr15",99294632,99295820,1189,"*",2.77184,6.06391,"Prpf40b","Promoter","TSS"
"2970","chr15",99387662,99389751,2090,"*",3.74591,9.82397,"Tmbim6","Intergenic","enhancer"
"2971","chr15",99391386,99394060,2675,"*",6.22772,40.5372,"Tmbim6","Promoter","TSS"
"2972","chr15",99456660,99458492,1833,"*",9.15967,73.49162,"Nckap5l","Promoter","TSS"
"2973","chr15",99473574,99476733,3160,"*",9.3094,51.1242,"Bcdin3d","Promoter","TSS"
"2974","chr15",99651167,99653011,1845,"*",8.75449,60.01564,"Racgap1","Promoter","TSS"
"2975","chr15",99724021,99726435,2415,"*",8.88086,66.83035,"Cox14","Promoter","TSS"
"2976","chr15",99771395,99772917,1523,"*",6.77591,45.44794,"Cers5","Promoter","TSS"
"2977","chr15",100037607,100039535,1929,"*",8.83897,60.43629,"Dip2b","Promoter","TSS"
"2978","chr15",100227405,100229428,2024,"*",6.36047,32.13272,"Atf1","Promoter","TSS"
"2979","chr15",100304295,100305370,1076,"*",3.19329,12.06627,"Mettl7a1","Promoter","TSS"
"2980","chr15",100422049,100423722,1674,"*",7.09755,43.89199,"Slc11a2","Promoter","TSS"
"2981","chr15",100460124,100462711,2588,"*",5.3352,21.64431,"Letmd1","Exon","Exon"
"2982","chr15",100468329,100469662,1334,"*",5.06448,28.3199,"Letmd1","Promoter","TSS"
"2983","chr15",100551111,100552704,1594,"*",5.97706,32.85295,"Tfcp2","Promoter","TSS"
"2984","chr15",100613311,100617282,3972,"*",6.32384,75.9206,"Dazap2","Promoter","TSS"
"2985","chr15",100668412,100670063,1652,"*",4.27414,23.22294,"Bin2","Promoter","TSS"
"2986","chr15",100719265,100720849,1585,"*",3.11733,12.81118,"Galnt6","Promoter","TSS"
"2987","chr15",101143280,101146335,3056,"*",6.28964,33.53954,"Acvrl1","Exon","Exon"
"2988","chr15",101147492,101149151,1660,"*",4.23006,12.97108,"Acvrl1","Intergenic","enhancer"
"2989","chr15",101173499,101176489,2991,"*",12.22559,79.28596,"Acvr1b","Promoter","TSS"
"2990","chr15",101222907,101225536,2630,"*",10.86441,75.45045,"A330009N23Rik","Promoter","TSS"
"2991","chr15",101261786,101263176,1391,"*",3.91135,13.35719,"Nr4a1","Intergenic","enhancer"
"2992","chr15",101283498,101285935,2438,"*",4.2082,17.83918,"Atg101","Promoter","TSS"
"2993","chr15",101316551,101317825,1275,"*",4.49228,17.06275,"6030408B16Rik","Intergenic","enhancer"
"2994","chr15",101318948,101320636,1689,"*",3.10337,7.60633,"6030408B16Rik","Intergenic","enhancer"
"2995","chr15",102073969,102076031,2063,"*",5.11715,36.52588,"Eif4b","Promoter","TSS"
"2996","chr15",102135555,102137505,1951,"*",4.88828,29.354,"Spryd3","Promoter","TSS"
"2997","chr15",102147328,102151409,4082,"*",5.82243,40.96906,"Soat2","Promoter","TSS"
"2998","chr15",102202892,102204702,1811,"*",6.54888,32.96979,"Csad","Promoter","TSS"
"2999","chr15",102243105,102248239,5135,"*",3.839,19.31672,"Rarg","Promoter","TSS"
"3000","chr15",102256916,102259152,2237,"*",4.47253,21.96413,"Rarg","Promoter","TSS"
"3001","chr15",102278599,102280867,2269,"*",5.99133,36.24369,"Mfsd5","Promoter","TSS"
"3002","chr15",102295037,102296971,1935,"*",8.97865,56.02651,"Espl1","Promoter","TSS"
"3003","chr15",102325437,102327964,2528,"*",4.3192,18.09401,"Pfdn5","Promoter","TSS"
"3004","chr15",102349315,102351413,2099,"*",6.52626,27.08574,"Aaas","Promoter","TSS"
"3005","chr15",102376544,102378651,2108,"*",6.90613,43.84167,"Sp7","Intergenic","enhancer"
"3006","chr15",102398782,102400584,1803,"*",6.40785,28.83348,"Sp1","Intergenic","enhancer"
"3007","chr15",102458569,102460979,2411,"*",4.89147,20.45611,"Prr13","Promoter","TSS"
"3008","chr15",102516292,102520520,4229,"*",5.6282,27.91476,"Tarbp2","Promoter","TSS"
"3009","chr15",102623568,102626305,2738,"*",7.10777,33.4499,"Atf7","Promoter","TSS"
"3010","chr15",102669572,102671006,1435,"*",4.7788,23.29738,"Atp5g2","Promoter","TSS"
"3011","chr15",103151671,103152954,1284,"*",4.01949,12.99863,"D930007P13Rik","Intergenic","Intergenic"
"3012","chr15",103162715,103165444,2730,"*",2.17911,3.52284,"Smug1","Promoter","TSS"
"3013","chr15",103250516,103255838,5323,"*",5.56338,31.48562,"Nfe2","Promoter","TSS"
"3014","chr15",103257785,103259727,1943,"*",4.53421,13.77426,"Nfe2","Promoter","TSS"
"3015","chr15",103272980,103274162,1183,"*",3.89511,13.81762,"Copz1","Promoter","TSS"
"3016","chr15",103304223,103306736,2514,"*",4.43157,22.35286,"Gpr84","Intergenic","Intergenic"
"3017","chr15",103339091,103340622,1532,"*",4.63418,26.10041,"Zfp385a","Promoter","TSS"
"3018","chr15",103364990,103367236,2247,"*",3.51038,23.00097,"Itga5","Promoter","TSS"
"3019","chr16",3698778,3700032,1255,"*",3.53415,9.04976,"Mefv","Intergenic","enhancer"
"3020","chr16",3743206,3746067,2862,"*",8.50778,45.68581,"Zfp263","Promoter","TSS"
"3021","chr16",3884117,3885514,1398,"*",10.41912,60.29755,"Naa60","Promoter","TSS"
"3022","chr16",3908308,3909408,1101,"*",6.87727,35.31776,"1700037C18Rik","Promoter","TSS"
"3023","chr16",4002397,4004894,2498,"*",5.92001,35.43727,"Slx4","Promoter","TSS"
"3024","chr16",4076955,4078425,1471,"*",5.83929,22.03201,"Trap1","Promoter","TSS"
"3025","chr16",4474460,4475886,1427,"*",4.35084,12.21272,"Srl","Exon","Exon"
"3026","chr16",4557233,4560686,3454,"*",8.25764,59.07927,"Tfap4","Promoter","TSS"
"3027","chr16",4585539,4587602,2064,"*",5.51376,21.60072,"Glis2","Intergenic","enhancer"
"3028","chr16",4593885,4595684,1800,"*",8.14225,47.87809,"Glis2","Promoter","TSS"
"3029","chr16",4683081,4685098,2018,"*",5.60523,25.46058,"Dnaja3","Promoter","TSS"
"3030","chr16",4717982,4719309,1328,"*",4.96691,19.0571,"Nmral1","Promoter","TSS"
"3031","chr16",4725983,4727189,1207,"*",7.40706,59.7516,"Hmox2","Promoter","TSS"
"3032","chr16",4789233,4790665,1433,"*",7.20848,42.52448,"Cdip1","Promoter","TSS"
"3033","chr16",4878180,4881470,3291,"*",8.639,57.77923,"Ubald1","Promoter","TSS"
"3034","chr16",4885038,4886991,1954,"*",5.4445,22.85039,"Mgrn1","Promoter","TSS"
"3035","chr16",4938726,4939812,1087,"*",6.52074,47.553,"Gm16861","Promoter","TSS"
"3036","chr16",4962933,4965598,2666,"*",6.71288,28.67748,"Anks3","Promoter","TSS"
"3037","chr16",5012239,5013513,1275,"*",3.68326,14.32788,"Rogdi","Promoter","TSS"
"3038","chr16",5048828,5051529,2702,"*",9.34362,79.17902,"Ubn1","Promoter","TSS"
"3039","chr16",5202985,5204621,1637,"*",5.70555,35.83009,"Nagpa","Promoter","TSS"
"3040","chr16",5254629,5256585,1957,"*",7.90022,38.0024,"Eef2kmt","Promoter","TSS"
"3041","chr16",8635545,8639370,3826,"*",5.17776,21.35298,"Pmm2","Promoter","TSS"
"3042","chr16",8671273,8673398,2126,"*",3.06253,10.13485,"Carhsp1","Promoter","TSS"
"3043","chr16",8735254,8739747,4494,"*",7.54589,41.62709,"Usp7","Promoter","TSS"
"3044","chr16",8765855,8769153,3299,"*",3.61376,10.07277,"Usp7","Intron","Intron"
"3045","chr16",8829013,8831738,2726,"*",5.82806,53.98222,"1810013L24Rik","Promoter","TSS"
"3046","chr16",10411991,10413327,1337,"*",6.03083,24.79513,"Nubp1","Promoter","TSS"
"3047","chr16",10541446,10543800,2355,"*",7.16382,37.98864,"Dexi","Promoter","TSS"
"3048","chr16",10544878,10545983,1106,"*",11.07017,87.38728,"Clec16a","Promoter","TSS"
"3049","chr16",10768613,10770116,1504,"*",2.31883,4.25803,"Socs1","Intergenic","enhancer"
"3050","chr16",10782433,10788835,6403,"*",9.58313,65.78721,"Socs1","Promoter","TSS"
"3051","chr16",10813407,10814825,1419,"*",2.97876,7.46561,"Prm1","Intergenic","enhancer"
"3052","chr16",10991749,10993084,1336,"*",7.06739,58.9689,"Litaf","Promoter","TSS"
"3053","chr16",10998789,11000311,1523,"*",3.57288,9.91062,"Litaf","Intergenic","enhancer"
"3054","chr16",11007808,11009207,1400,"*",5.12875,18.28267,"Gm4262","Promoter","TSS"
"3055","chr16",11034945,11036158,1214,"*",3.21714,9.71021,"Snn","Intergenic","enhancer"
"3056","chr16",11133698,11135286,1589,"*",12.36555,79.15837,"Txndc11","Promoter","TSS"
"3057","chr16",11175097,11177838,2742,"*",8.82009,63.14183,"Zc3h7a","Promoter","TSS"
"3058","chr16",11201801,11204311,2511,"*",10.1273,83.04105,"Rsl1d1","Promoter","TSS"
"3059","chr16",11252048,11254870,2823,"*",7.05173,38.91673,"Mir1945","Promoter","TSS"
"3060","chr16",11317244,11318428,1185,"*",4.52312,14.05171,"Tnfrsf17","Intron","Intron"
"3061","chr16",11322285,11323503,1219,"*",7.98475,53.94101,"Snx29","Promoter","TSS"
"3062","chr16",13667522,13668759,1238,"*",6.20464,32.70617,"Parn","Promoter","TSS"
"3063","chr16",13670781,13673064,2284,"*",12.29533,98.17029,"Bfar","Promoter","TSS"
"3064","chr16",13779735,13781959,2225,"*",7.70353,40.79729,"Rrn3","Promoter","TSS"
"3065","chr16",13818790,13821065,2276,"*",7.20386,50.70406,"Ntan1","Promoter","TSS"
"3066","chr16",13902364,13904255,1892,"*",6.77591,45.44794,"Mpv17l","Promoter","TSS"
"3067","chr16",14158716,14159926,1211,"*",9.21564,53.63076,"Marf1","Promoter","TSS"
"3068","chr16",14316439,14317868,1430,"*",6.75526,28.83208,"Fopnl","Promoter","TSS"
"3069","chr16",14360744,14362835,2092,"*",6.58008,31.76196,"Abcc1","Promoter","TSS"
"3070","chr16",15636162,15638502,2341,"*",6.79026,34.01815,"Mcm4","Promoter","TSS"
"3071","chr16",15862119,15864416,2298,"*",4.01949,12.99863,"Mzt2","Promoter","TSS"
"3072","chr16",15886753,15889863,3111,"*",6.63834,45.57033,"Cebpd","Promoter","TSS"
"3073","chr16",16302588,16304413,1826,"*",5.96685,28.67091,"Yars2","Promoter","TSS"
"3074","chr16",16357838,16359505,1668,"*",5.39006,26.00776,"Dnm1l","Promoter","TSS"
"3075","chr16",16982951,16984025,1075,"*",5.56338,31.48562,"Mapk1","Promoter","TSS"
"3076","chr16",17123832,17125663,1832,"*",7.33062,36.27027,"2610318N02Rik","Promoter","TSS"
"3077","chr16",17131504,17132949,1446,"*",8.07453,52.30005,"Sdf2l1","Promoter","TSS"
"3078","chr16",17199985,17202080,2096,"*",7.41784,53.39187,"Ube2l3","Promoter","TSS"
"3079","chr16",17208268,17210419,2152,"*",4.99278,25.45466,"Rimbp3","Promoter","TSS"
"3080","chr16",17232938,17234486,1549,"*",8.1159,72.57858,"Hic2","Promoter","TSS"
"3081","chr16",17405267,17406373,1107,"*",4.92145,24.72946,"Pi4ka","Promoter","TSS"
"3082","chr16",17451153,17454160,3008,"*",8.46415,43.88079,"Crkl","Promoter","TSS"
"3083","chr16",17528406,17532300,3895,"*",5.26961,29.48288,"Thap7","Promoter","TSS"
"3084","chr16",17558243,17559783,1541,"*",5.06365,24.05754,"Lrrc74b","Promoter","TSS"
"3085","chr16",17560922,17562887,1966,"*",3.07543,8.45474,"P2rx6","Promoter","TSS"
"3086","chr16",17618191,17620597,2407,"*",7.59418,44.34816,"Smpd4","Promoter","TSS"
"3087","chr16",17721704,17723216,1513,"*",11.80631,77.56849,"Med15","Promoter","TSS"
"3088","chr16",17758961,17761185,2225,"*",4.96525,35.41968,"Klhl22","Promoter","TSS"
"3089","chr16",17891022,17892213,1192,"*",8.83542,55.93541,"Dgcr2","Promoter","TSS"
"3090","chr16",17910026,17911222,1197,"*",4.09568,12.74761,"Ess2","Promoter","TSS"
"3091","chr16",17921526,17922799,1274,"*",4.25974,21.05692,"Slc25a1","Intergenic","Intergenic"
"3092","chr16",17925101,17929399,4299,"*",4.73488,29.37275,"Slc25a1","Promoter","TSS"
"3093","chr16",17984305,17985921,1617,"*",3.67261,9.31404,"Vpreb2","Intergenic","enhancer"
"3094","chr16",18087722,18090240,2519,"*",6.75526,28.83208,"Prodh","Promoter","TSS"
"3095","chr16",18157398,18161965,4568,"*",4.88197,19.39234,"Mir6366","Intergenic","enhancer"
"3096","chr16",18234568,18235730,1163,"*",5.1552,22.70201,"Zdhhc8","Promoter","TSS"
"3097","chr16",18247354,18251043,3690,"*",5.8581,40.3873,"Trmt2a","Promoter","TSS"
"3098","chr16",18287746,18290166,2421,"*",4.60408,23.33398,"Dgcr8","Promoter","TSS"
"3099","chr16",18425704,18427016,1313,"*",3.54526,13.59538,"Comt","Promoter","TSS"
"3100","chr16",18498360,18500213,1854,"*",6.01465,37.20567,"Gnb1l","Promoter","TSS"
"3101","chr16",18588876,18590319,1444,"*",4.56363,14.51252,"Tbx1","Promoter","TSS"
"3102","chr16",18810744,18813049,2306,"*",8.93068,46.79614,"Cdc45","Promoter","TSS"
"3103","chr16",18836222,18837330,1109,"*",7.02695,37.85725,"2510002D24Rik","Promoter","TSS"
"3104","chr16",18876212,18878361,2150,"*",8.194,55.01279,"Hira","Promoter","TSS"
"3105","chr16",20141109,20142414,1306,"*",6.03465,31.05697,"Yeats2","Promoter","TSS"
"3106","chr16",20301131,20302312,1182,"*",6.28964,33.53954,"Parl","Promoter","TSS"
"3107","chr16",20425378,20426807,1430,"*",7.9389,59.94159,"Abcc5","Promoter","TSS"
"3108","chr16",20497524,20499290,1767,"*",3.1021,9.75398,"Eif2b5","Promoter","TSS"
"3109","chr16",20516548,20518440,1893,"*",8.43955,66.56603,"Dvl3","Promoter","TSS"
"3110","chr16",20534784,20538718,3935,"*",4.60981,26.91863,"Ap2m1","Promoter","TSS"
"3111","chr16",20548027,20549965,1939,"*",6.32534,27.6376,"Gm15760","Promoter","TSS"
"3112","chr16",20609078,20613076,3999,"*",6.06828,23.68492,"Eef1akmt4","Promoter","TSS"
"3113","chr16",20621194,20622434,1241,"*",4.1056,22.42268,"Camk2n2","Promoter","TSS"
"3114","chr16",20671559,20675243,3685,"*",7.38483,40.4187,"Eif4g1","Promoter","TSS"
"3115","chr16",20714792,20718772,3981,"*",5.41833,35.99724,"Clcn2","Promoter","TSS"
"3116","chr16",20803082,20805091,2010,"*",4.37429,12.59795,"Thpo","Intergenic","enhancer"
"3117","chr16",21079035,21080876,1842,"*",3.56649,16.80888,"Teddm3","Intergenic","enhancer"
"3118","chr16",21332724,21333818,1095,"*",6.80701,31.7869,"Magef1","Promoter","TSS"
"3119","chr16",21793583,21794857,1275,"*",7.44223,34.25377,"1300002E11Rik","Promoter","TSS"
"3120","chr16",22009535,22010899,1365,"*",4.12926,22.00744,"Senp2","Promoter","TSS"
"3121","chr16",22438800,22441021,2222,"*",7.22458,43.08459,"Etv5","Promoter","TSS"
"3122","chr16",22654229,22657283,3055,"*",4.7788,23.29738,"Dgkg","Promoter","TSS"
"3123","chr16",22856741,22858737,1997,"*",9.0106,62.41784,"Dnajb11","Promoter","TSS"
"3124","chr16",23106956,23111182,4227,"*",5.99847,33.37518,"Snord2","Promoter","TSS"
"3125","chr16",23126820,23128433,1614,"*",3.64467,9.21371,"Rfc4","Promoter","TSS"
"3126","chr16",23269829,23272885,3057,"*",3.05322,7.97158,"St6gal1","Intron","Intron"
"3127","chr16",23401892,23403162,1271,"*",2.8624,4.35976,"Rtp1","Intergenic","enhancer"
"3128","chr16",24393115,24395441,2327,"*",5.13835,25.86261,"Lpp","Promoter","TSS"
"3129","chr16",24433856,24434932,1077,"*",3.9779,12.55597,"Lpp","Intron","Intron"
"3130","chr16",26581216,26582487,1272,"*",4.57983,13.61486,"Il1rap","Promoter","TSS"
"3131","chr16",30069838,30070914,1077,"*",5.60006,21.54496,"Hes1","Intergenic","enhancer"
